itemId,city,quality,sellOrderPrice,sellOrderPriceDate,buyOrderPrice,buyOrderPriceDate,primaryResource,primaryResourceAmount,secondaryResource,secondaryResourceAmount
T4_OFF_BOOK@3,"Black Market",2,0,0001-01-01T00:00:00,11295,2022-10-18T03:40:00,cloth,4,leather,4
T5_OFF_BOOK,"Black Market",2,4794,2022-10-18T07:00:00,4700,2022-10-18T06:55:00,cloth,4,leather,4
T5_OFF_BOOK@1,"Black Market",2,9295,2022-10-17T21:10:00,6768,2022-10-18T03:40:00,cloth,4,leather,4
T5_OFF_BOOK@2,"Black Market",2,32487,2022-10-17T20:40:00,31626,2022-10-18T03:40:00,cloth,4,leather,4
T5_OFF_BOOK@3,"Black Market",2,104000,2022-10-17T18:45:00,60200,2022-10-18T03:30:00,cloth,4,leather,4
T6_OFF_BOOK,"Black Market",2,19990,2022-10-17T21:30:00,19552,2022-10-18T03:40:00,cloth,4,leather,4
T6_OFF_BOOK@1,"Black Market",2,31972,2022-10-17T21:30:00,31626,2022-10-18T03:40:00,cloth,4,leather,4
T6_OFF_BOOK@2,"Black Market",2,100896,2022-10-17T18:45:00,52675,2022-10-18T03:40:00,cloth,4,leather,4
T6_OFF_BOOK@3,"Black Market",2,253997,2022-10-17T19:30:00,27099,2022-10-18T03:40:00,cloth,4,leather,4
T7_OFF_BOOK,"Black Market",2,45399,2022-10-17T21:35:00,45180,2022-10-18T06:50:00,cloth,4,leather,4
T7_OFF_BOOK@1,"Black Market",2,100989,2022-10-17T21:35:00,88795,2022-10-18T03:40:00,cloth,4,leather,4
T7_OFF_BOOK@2,"Black Market",2,0,0001-01-01T00:00:00,117429,2022-10-18T06:50:00,cloth,4,leather,4
T7_OFF_BOOK@3,"Black Market",2,0,0001-01-01T00:00:00,264924,2022-10-18T06:55:00,cloth,4,leather,4
T8_OFF_BOOK,"Black Market",2,0,0001-01-01T00:00:00,61705,2022-10-18T03:40:00,cloth,4,leather,4
T8_OFF_BOOK@1,"Black Market",2,0,0001-01-01T00:00:00,153561,2022-10-18T06:50:00,cloth,4,leather,4
T8_OFF_BOOK@2,"Black Market",2,0,0001-01-01T00:00:00,517806,2022-10-18T06:55:00,cloth,4,leather,4
T8_OFF_BOOK@3,"Black Market",2,0,0001-01-01T00:00:00,481680,2022-10-18T06:55:00,cloth,4,leather,4
